id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
5409;Eden;The Printworks Withy Grove;53,48525;-2,2408591;4,42E+11;NULL;http://edencollective.co.uk;https://www.facebook.com/edenManchesterUK/;eden;NULL;NULL;NULL;NULL;12:00/22:00;12:00/22:00;12:00/19:00;NULL;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;17:00/20:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 2BS;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/edenmanchesteruk/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;819a0b43b17e00cf24d804cf030a7412
5410;Egerton Inn;17-19 Hanlon St;53,514709;-2,243298;4,48E+11;NULL;http://joseph-holt.com;https://www.facebook.com/pages/Egerton%20Inn/269690586435011/;egerton-inn;12:00/21:00;12:00/21:00;12:00/21:00;12:00/21:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M8 5BY;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;4ea2568b6d035ec3a08eb0866723cbcb
5411;El Gato Negro;52 King St;53,481033;-2,245757;4,42E+11;NULL;http://elgatonegrotapas.com;https://www.facebook.com/elgatonegrokingstreet;el-gato-negro;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M2 4LY;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/elgatonegromanc/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;acdde30c6c29aabffde330aa9d3901b2
5412;Electrik Bar;559 Wilbraham Rd;53,442308;-2,276034;4,42E+11;NULL;http://electrikbar.co.uk;https://www.facebook.com/electrikbar;electrik-bar;NULL;16:00/00:30;16:00/00:30;16:00/00:30;15:00/01:30;14:00/01:30;14:00/00:00;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M21 0AE;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;81b05163350e32f66cb89015d05e5876
5413;English Lounge;64-66 High St;53,483842;-2,238327;4,42E+11;NULL;http://theenglishloungemanchester.co.uk;https://www.facebook.com/EnglishLoungeM4;english-lounge;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1EA;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/EnglishLoungeM4/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;94105b3138dc2b29d8a63c72e0f1a1a7
5414;Erst;9 Murray St;53,484564;-2,227511;4,42E+11;NULL;http://erst-mcr.co.uk;https://www.facebook.com/erstmcr;erst;NULL;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 6HS;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;c6cc63c52608a4481238f000876a11c4
5415;EVA & Lounge by EVA;27 Sackville St;53,477266;-2,237448;4,42E+11;NULL;NULL;https://www.facebook.com/evaloungem1/;eva-lounge-by-eva;19:00/03:00;19:00/03:00;19:00/03:00;19:00/03:00;19:00/04:00;19:00/04:00;19:00/03:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 3LZ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;abee1aeb8e14895e45413e331f141ddd
5416;Fab Cafe;111 Portland St;53,47699;-2,240596;4,42E+11;NULL;http://fabcafe.co.uk;https://www.facebook.com/FabCafeManchester;fab-cafe;16:30/02:00;16:30/02:00;16:30/02:00;16:30/02:00;16:00/03:00;16:00/03:00;18:00/23:00;NULL;16:30/19:30;16:30/19:30;16:30/19:30;16:30/19:30;16:00/19:30;16:00/19:30;18:00/19:30;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;38;M1 6DN;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;07a6d1904ed147edba1b9593928b831e
5417;Federal Cafe Bar;9 Nicholas Croft;53,484374;-2,238332;4,42E+11;NULL;http://federalcafe.co.uk;https://www.facebook.com/federalnq;federal-cafe-bar;08:00/17:00;08:00/17:00;08:00/17:00;08:00/17:00;08:00/17:00;08:00/18:00;08:00/17:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1EY;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;89873551bbdf4c3616133b2efc35801a
5418;Flight Club;Ship Canal House, 98 King St;53,480581;-2,242922;4,42E+11;NULL;http://flightclubdarts.com;https://www.facebook.com/flightclubmanchester;flight-club;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;38;M2 4WU;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;25c4c7e206e0e800cf6a9b2b469b75d4
5419;Fl?k;5 Stevenson Square;53,482871;-2,233936;4,42E+11;NULL;http://flokmcr.co.uk;https://www.facebook.com/flokmcr;flok;12:00/23:00;12:00/23:00;12:00/23:00;12:00/00:00;10:30/02:00;10:00/02:00;10:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M1 1DN;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/flokmcr/?hl=en;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;d551dcccf51446434a92831f4e63218b
5420;Folk;169-171 Burton Rd;53,426273;-2,242521;4,42E+11;NULL;http://folkcafebar.co.uk;https://www.facebook.com/folkcafebar;folk;09:00/23:00;09:00/23:00;09:00/23:00;09:00/00:00;09:00/01:00;09:00/01:00;09:00/22:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M20 2LN;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;78ff0f22a553027539496091fa8d740e
5421;Foodweel;Suite 2, Ground Floor, One New Bailey, Stanley St;53,4818918;-2,2549749;4,42E+11;NULL;http://thefoodwell.co.uk;https://www.facebook.com/foodwellmcr;foodweel;NULL;NULL;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;NULL;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M3 5JL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;0e92c4216691701f7f123c29a05f7a3f
5422;Foundry Project;22-10 Thomas St;53,48468642;-2,23740641;4,42E+11;NULL;http://foundryproject.com;https://www.facebook.com/foundryprojectm4;foundry-project;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;NULL;15:00/21:00;15:00/21:00;15:00/21:00;15:00/21:00;15:00/21:00;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 1DH;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;38840eef623dae2fa6a0c40494c6a79d
5423;Fred's Ale House;843 Stockport Rd;53,443894;-2,191328;4,42E+11;NULL;http://fredsalehouse.com;https://www.facebook.com/fredsrealalehouse;freds-ale-house;16:00/00:00;16:00/23:00;16:00/23:00;16:00/00:00;16:00/00:00;12:00/00:00;12:00/23:00;NULL;NULL;NULL;NULL;18:00/00:00;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M19 3PW;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;86945985a5ae5c70c624c110fef98c73
5424;Fress;62 Oldham St;53,483356;-2,234089;4,42E+11;NULL;http://fress.uk;https://www.facebook.com/fressrestaurantnq;fress;09:00/21:00;09:00/21:00;09:00/21:00;09:00/22:00;09:00/22:00;09:00/22:00;09:00/18:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1LE;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;fa0cc6c9b45d467e9b2039608a927e7e
5425;George's;17-21 Barton Rd;53,498675;-2,380642;4,42E+11;NULL;http://georgesworsley.co.uk;https://www.facebook.com/GeorgesWorsley;georges;10:00/23:00;10:00/23:00;10:00/23:30;10:00/23:00;10:00/00:00;10:00/00:00;10:00/23:00;NULL;17:00/23:00;17:00/19:00;17:00/19:00;17:00/19:00;17:00/19:00;NULL;17:00/23:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M28 2PD;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;d980c325cb9ad24866391b0b6f4b1627
5426;Gorilla;54-56 Whitworth St;53,473973;-2,243336;4,42E+11;NULL;http://thisisgorilla.com;https://www.facebook.com/gorilla.bar.kitchen.stage.club;gorilla;11:00/23:00;11:00/23:00;11:00/23:00;11:00/00:00;11:00/02:00;10:00/02:00;10:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 5WW;1;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;73ad7c7cfc259bb91e0c0325ed2e5fc8
5427;Grafton Arms;27 Grafton St;53,46344;-2,228197;4,48E+11;NULL;http://joseph-holt.com;https://www.facebook.com/OfficialGraftonArmsMcr/?ref=page_internal;grafton-arms;11:30/22:00;11:30/22:00;11:30/22:00;11:30/22:00;11:30/22:00;11:30/22:00;11:30/22:00;NULL;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;15:00/19:00;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M13 9WU;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;61783031838c9138d81f292e8f2c21a1
5428;Grey Horse Inn;80 Portland St;53,47789;-2,239938;4,42E+11;NULL;NULL;https://www.facebook.com/greyhorseMCR;grey-horse-inn;11:00/00:00;11:00/00:00;11:00/00:00;11:00/00:00;11:00/01:00;11:00/01:00;12:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 4QX;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;a10556ca8632681889288d1a9bdb6624
5429;Grove Inn;652 Ashton New Rd;53,482231;-2,190326;4,48E+11;NULL;http://joseph-holt.com;https://www.facebook.com/GroveInnWhitefield;grove-inn;12:00/20:00;12:00/20:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M11 4AT;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;cb8741026da7513957b506d8e15c5543
5430;Guilty By Association;Stevenson Square;53,48226;-2,233903;4,42E+11;NULL;http://guiltyba.com;https://www.facebook.com/guiltyba1/;guilty-by-association;16:00/22:00;16:00/22:00;16:00/22:00;16:00/22:00;16:00/22:00;12:00/22:00;14:00/22:00;NULL;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;12:00/21:00;14:00/21:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 1DW;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;50ac2dfae503001b30a174e8e4f4d096
5431;Gullivers;109 Oldham St;53,483636;-2,234515;4,42E+11;NULL;http://gulliversnq.info;https://www.facebook.com/GulliversNQ;gullivers;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/00:00;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;12:00/19:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1LW;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;169196c438c9a8dd7b05bba80f4b8887
5432;Harvey Nichols Second Floor;Harvey Nichols, 21 New Cathedral St;53,483784;-2,244866;4,42E+11;NULL;http://harveynichols.com;https://www.facebook.com/Harvey-Nichols-Manchester-237416482952391;harvey-nichols-second-floor;10:00/20:00;10:00/23:00;10:00/23:00;10:00/23:00;10:00/23:00;09:00/23:00;11:00/18:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 1AD;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;64c5c3210ee083e2cb5b8aebd0d7412c
5433;Hennigans;908 Stockport Rd;53,445151;-2,191861;4,42E+11;NULL;http://hennigansbar.co.uk;https://www.facebook.com/pages/Hennigans%20Sports%20Bar/154273344602570/;hennigans;11:00/23:00;11:00/23:00;11:00/23:00;11:00/23:00;11:00/20:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M19 3AD;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;62b6d9e327c242ecaccefca7d141baab
5434;Henry C;107 Manchester Rd;53,446771;-2,277795;4,42E+11;NULL;http://wearehenryc.com;https://www.facebook.com/wearehenryc;henry-c;NULL;NULL;NULL;16:00/22:00;16:00/22:00;14:00/22:00;14:00/21:00;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M21 9GA;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;6902949a5455930da8c6e36ec45d5c4b
5435;High Street Tavern;3 Nicholas Croft;53,484374;-2,238332;4,42E+11;NULL;http://highstreettavern.co.uk;https://www.facebook.com/highstreettavernmanchester;high-street-tavern;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;10:00/22:00;NULL;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;16:00/20:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M4 1EY;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;36ea90cad721dd0b398635b2db358911
5436;Hold Fast Bar;50 Newton St;53,4818274;-2,2325991;4,42E+11;NULL;http://hattershostels.com;https://www.facebook.com/holdfastbarnq;hold-fast-bar;16:00/00:00;16:00/00:00;16:00/00:00;12:00/01:00;12:00/03:00;12:00/03:00;15:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 2EA;1;NULL;NULL;1;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;be1c25ba38b33a92aa6935b838046170
5437;Hula;11 Stevenson Square;53,48256;-2,233048;4,42E+11;NULL;http://hulamcr.co.uk;https://www.facebook.com/HulaMcr;hula;NULL;NULL;NULL;NULL;17:00/22:00;17:00/22:00;NULL;NULL;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;21:00/03:00;19:00/03:00;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M1 1DB;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;a92f3176337777b98d81c3f0bb9eb668
5438;Iconic Bar;29 Richmond St;53,477321;-2,237193;NULL;NULL;http://iconicbarmcr.com;https://www.facebook.com/IconManchester;iconic-bar;17:00/00:00;17:00/00:00;17:00/00:00;17:00/00:00;16:00/01:00;16:00/01:00;16:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M1 3NB;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;7e040ab976944991b6b58be9f1659a14
5439;Impossible;36 Peter St;53,478384;-2,248876;4,48E+11;NULL;http://be-impossible.com;https://www.facebook.com/Impossiblemanchester;impossible;NULL;NULL;NULL;12:00/22:00;12:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M2 5QR;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;c8000b57af1a6a56da7163fd5215ad33
5440;Java;Victoria Station, 4 Cigar Alley, Todd St;53,487845;-2,242225;NULL;NULL;http://javabarcoffee.com;https://www.facebook.com/javabarcoffee;java;06:30/21:00;06:30/21:00;06:30/21:00;06:30/21:00;06:30/21:00;07:00/22:00;08:30/20:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M3 1WY;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;b4037ba442045265861ae20b09040394
5441;Jimmy's;27 Blossom St;53,48494;-2,228206;4,41E+11;NULL;http://jimmys.live;https://www.facebook.com/JimmysNQ;jimmys-1;12:00/02:00;12:00/02:00;12:00/02:00;12:00/02:00;12:00/03:00;12:00/03:00;12:00/00:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 6AJ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;d3b9aa6173713570dc1a3041c2bfa986
5442;Jolly Angler;47 Ducie St;53,480411;-2,228606;4,42E+11;NULL;http://thejollyangler.com;https://www.facebook.com/thejollyangler;jolly-angler;NULL;17:00/23:00;17:00/23:00;17:00/23:00;17:00/23:00;12:30/23:00;18:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 2JW;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;456b036d0caa7303c08af12d321b5c18
5443;Joseph Holt;Empire St;53,493392;-2,241458;4,42E+11;NULL;http://joseph-holt.com;https://www.facebook.com/josephholtbrewery;joseph-holt;09:00/17:00;09:00/17:00;09:00/17:00;09:00/17:00;09:00/17:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M3 1JD;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;320a05a5ec0f0b626c409ac41f513e2a
5444;Joshua Brooks;106 Princess St;53,474567;-2,237793;4,42E+11;NULL;http://joshuabrooks.co.uk;https://www.facebook.com/joshuabrooksmanchester/;joshua-brooks;12:00/23:00;12:00/23:00;12:00/23:00;12:00/00:00;12:00/04:00;12:00/04:00;12:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 6NG;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;0bdf19b017cf7552d69ca96718618e2d
5445;Kielys Irish Bar;1 Watson St;53,4772804;-2,24815;4,42E+11;NULL;NULL;https://www.facebook.com/kielysofmanchester;kielys-irish-bar;12:00/23:00;12:00/23:00;12:00/23:00;12:00/00:00;12:00/02:00;12:00/02:00;12:00/23:00;NULL;NULL;NULL;NULL;16:00/21:00;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M3 4EE;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;abbb041db7b4fca1f2380977c21eb0f7
